SeniorCitizen,Partner,Dependents,OnlineSecurity,TechSupport,Contract,PaperlessBilling,tenure,MonthlyCharges,TotalCharges,Churn
No,Yes,No,No,No,Two year,No,53,19.9,1054.6999999999998,0
No,No,No,No,No,One year,No,5,19.55,97.75,0
Yes,Yes,No,No,Yes,Two year,Yes,71,95.5,6780.5,0
No,Yes,Yes,No,Yes,One year,Yes,50,84.15,4207.5,0
No,Yes,Yes,No,Yes,Two year,Yes,56,103.2,5779.2,0
No,No,No,No,Yes,Month-to-month,Yes,2,50.2,100.4,0
Yes,No,No,No,No,Month-to-month,Yes,2,88.55,177.1,1
No,Yes,Yes,Yes,No,Month-to-month,No,24,54.75,1314.0,1
No,Yes,Yes,No,No,Two year,No,46,19.95,917.6999999999999,0
No,Yes,No,Yes,Yes,Two year,Yes,71,116.25,8253.75,0
No,No,No,No,Yes,Month-to-month,Yes,29,31.2,904.8,0
No,Yes,Yes,No,No,Two year,No,69,24.45,1687.05,0
No,Yes,No,No,Yes,Two year,No,71,84.2,5978.2,0
Yes,No,No,No,No,Month-to-month,Yes,1,91.3,91.3,1
Yes,Yes,No,Yes,Yes,Two year,Yes,56,85.65,4796.400000000001,0
No,No,Yes,No,No,One year,Yes,56,21.2,1187.2,0
No,No,No,No,No,Month-to-month,Yes,1,79.5,79.5,1
No,Yes,No,No,No,One year,No,28,25.55,715.4,0
No,Yes,Yes,No,No,Month-to-month,No,19,20.2,383.8,0
No,Yes,No,No,Yes,Month-to-month,No,66,63.85,4214.1,0
No,Yes,Yes,No,Yes,One year,Yes,17,61.95,1053.15,0
No,Yes,Yes,No,No,Two year,No,52,25.75,1339.0,0
No,No,No,No,No,One year,No,19,58.2,1105.8,0
No,No,No,Yes,Yes,One year,No,36,85.85,3090.6,0
Yes,Yes,No,No,No,Month-to-month,Yes,7,70.1,490.69999999999993,1
No,Yes,Yes,Yes,Yes,One year,Yes,72,104.9,7552.8,0
No,Yes,Yes,Yes,No,One year,Yes,67,111.3,7457.099999999999,1
Yes,No,No,No,No,One year,Yes,34,99.85,3394.8999999999996,0
Yes,Yes,No,No,No,Month-to-month,Yes,57,95.25,5429.25,1
No,Yes,No,No,No,Month-to-month,Yes,7,86.25,603.75,1
Yes,Yes,No,No,No,Month-to-month,Yes,1,100.8,100.8,1
No,Yes,No,No,No,Month-to-month,Yes,8,19.55,156.4,0
No,No,No,No,Yes,Two year,No,69,104.0,7176.0,0
No,Yes,No,Yes,No,One year,Yes,50,104.4,5220.0,0
No,No,No,No,No,One year,No,10,19.5,195.0,0
No,Yes,Yes,No,No,Two year,No,12,25.25,303.0,0
No,No,No,No,No,Month-to-month,Yes,14,86.3,1208.2,1
No,Yes,No,Yes,Yes,Two year,Yes,70,49.85,3489.5,0
Yes,No,No,Yes,Yes,Month-to-month,Yes,64,108.95,6972.8,0
No,Yes,Yes,Yes,Yes,Two year,No,66,89.9,5933.400000000001,0
No,Yes,Yes,Yes,Yes,Two year,Yes,71,82.0,5822.0,0
Yes,No,No,No,No,Month-to-month,No,20,89.95,1799.0,0
No,Yes,No,Yes,Yes,Two year,Yes,72,79.35,5713.2,0
No,Yes,Yes,Yes,Yes,Two year,No,71,64.05,4547.55,0
No,Yes,Yes,No,No,Month-to-month,Yes,38,101.15,3843.7000000000003,0
No,No,No,No,No,Month-to-month,Yes,28,89.95,2518.6,1
Yes,Yes,No,No,No,Month-to-month,Yes,17,76.45,1299.65,1
No,No,No,No,No,One year,Yes,33,39.1,1290.3,0
No,Yes,Yes,Yes,Yes,Two year,No,23,34.6,795.8000000000001,0
No,Yes,Yes,No,No,One year,Yes,58,19.55,1133.9,0
Yes,Yes,No,No,Yes,Two year,Yes,70,104.45,7311.5,0
No,Yes,No,No,No,Month-to-month,No,4,70.5,282.0,0
No,Yes,Yes,No,No,Two year,No,45,20.35,915.7500000000001,0
No,No,No,No,No,Month-to-month,Yes,10,70.0,700.0,1
No,Yes,Yes,No,No,Two year,No,36,19.45,700.1999999999999,0
No,No,No,Yes,Yes,Month-to-month,Yes,54,69.9,3774.6000000000004,0
No,Yes,Yes,No,Yes,Two year,No,23,59.7,1373.1000000000001,0
No,Yes,Yes,Yes,No,One year,Yes,41,78.35,3212.35,0
Yes,No,No,No,No,Month-to-month,Yes,5,71.45,357.25,0
No,Yes,Yes,No,No,One year,Yes,27,45.85,1237.95,0
No,No,No,No,Yes,Month-to-month,Yes,1,95.85,95.85,0
No,Yes,Yes,Yes,Yes,Two year,No,67,35.7,2391.9,0
Yes,Yes,Yes,Yes,Yes,Two year,Yes,72,89.55,6447.599999999999,0
No,Yes,Yes,No,No,Two year,Yes,56,24.95,1397.2,0
No,Yes,Yes,No,No,One year,No,44,24.85,1093.4,0
Yes,Yes,No,No,No,Month-to-month,Yes,66,100.8,6652.8,0
No,No,No,Yes,Yes,One year,Yes,34,64.4,2189.6000000000004,1
No,Yes,No,No,Yes,Two year,No,69,105.35,7269.15,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,1,102.45,102.45,1
No,No,No,No,No,Two year,No,40,19.65,786.0,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,30,54.45,1633.5,0
No,No,No,No,Yes,Month-to-month,No,11,70.5,775.5,0
No,No,No,No,No,One year,No,15,20.1,301.5,0
No,No,No,No,No,Month-to-month,Yes,11,69.35,762.8499999999999,0
No,Yes,Yes,No,No,One year,No,64,19.8,1267.2,0
Yes,Yes,No,Yes,Yes,Two year,No,72,74.4,5356.8,0
Yes,Yes,No,Yes,Yes,Two year,Yes,72,93.05,6699.599999999999,0
No,No,Yes,Yes,No,Month-to-month,No,1,51.2,51.2,0
No,No,Yes,Yes,Yes,One year,No,15,65.6,983.9999999999999,0
No,No,No,No,Yes,One year,No,60,80.55,4833.0,0
No,No,No,Yes,No,One year,No,56,52.7,2951.2000000000003,0
No,No,No,No,No,Two year,No,8,20.85,166.8,0
No,No,No,No,Yes,Month-to-month,No,3,80.1,240.29999999999998,1
No,Yes,No,No,No,Month-to-month,Yes,49,52.15,2555.35,0
No,No,No,No,No,Month-to-month,Yes,2,80.2,160.4,1
No,No,No,Yes,Yes,Month-to-month,Yes,6,98.15,588.9000000000001,1
No,No,No,Yes,Yes,Two year,Yes,70,114.95,8046.5,0
No,No,No,No,Yes,Month-to-month,Yes,12,112.95,1355.4,1
Yes,Yes,No,Yes,Yes,One year,Yes,52,104.45,5431.400000000001,0
No,Yes,No,Yes,Yes,Two year,Yes,72,113.65,8182.8,0
No,No,No,No,No,Two year,Yes,40,20.6,824.0,0
No,No,No,No,No,Month-to-month,No,1,70.9,70.9,1
Yes,No,No,No,No,Month-to-month,Yes,3,86.85,260.54999999999995,1
Yes,No,No,No,No,Month-to-month,Yes,40,91.55,3662.0,0
No,No,Yes,No,No,Month-to-month,Yes,1,49.85,49.85,0
No,Yes,No,No,No,One year,No,30,19.8,594.0,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,23,99.85,2296.5499999999997,1
No,Yes,Yes,No,No,Month-to-month,Yes,1,74.5,74.5,1
Yes,Yes,No,No,Yes,Month-to-month,No,44,104.15,4582.6,0
No,No,No,No,Yes,Month-to-month,Yes,65,109.15,7094.75,1
Yes,No,No,Yes,No,Month-to-month,Yes,7,48.2,337.40000000000003,0
Yes,No,No,No,No,Two year,Yes,72,25.1,1807.2,0
Yes,No,No,No,Yes,Month-to-month,Yes,8,100.15,801.2,0
No,No,No,No,No,Month-to-month,Yes,16,65.2,1043.2,1
Yes,Yes,Yes,No,No,Month-to-month,Yes,66,99.5,6567.0,1
No,No,No,No,No,Month-to-month,Yes,1,71.55,71.55,1
No,No,Yes,Yes,No,Month-to-month,No,3,55.9,167.7,0
No,Yes,No,Yes,No,Month-to-month,No,53,93.9,4976.700000000001,1
Yes,Yes,No,No,Yes,Month-to-month,Yes,8,64.4,515.2,0
Yes,Yes,No,No,Yes,Two year,Yes,69,108.4,7479.6,1
No,No,No,No,No,Month-to-month,Yes,5,85.3,426.5,0
No,Yes,Yes,Yes,Yes,Two year,No,72,107.45,7736.400000000001,0
No,Yes,No,No,No,Month-to-month,Yes,13,48.75,633.75,1
No,No,No,No,No,Month-to-month,Yes,4,85.65,342.6,1
No,Yes,Yes,Yes,Yes,Two year,No,54,91.3,4930.2,0
No,Yes,No,No,Yes,Two year,No,72,85.95,6188.400000000001,0
No,No,No,No,No,Month-to-month,Yes,12,106.7,1280.4,1
No,No,No,No,No,Month-to-month,Yes,1,25.15,25.15,1
Yes,No,No,No,No,Month-to-month,No,1,45.2,45.2,0
No,Yes,No,No,Yes,One year,No,54,110.35,5958.9,1
No,Yes,Yes,No,No,Two year,Yes,69,79.2,5464.8,0
No,No,No,Yes,No,Two year,No,48,55.5,2664.0,0
No,Yes,Yes,Yes,No,One year,Yes,48,103.25,4956.0,1
No,Yes,No,No,Yes,Month-to-month,Yes,8,90.25,722.0,0
No,Yes,Yes,Yes,Yes,Two year,Yes,71,91.25,6478.75,0
No,No,No,Yes,No,Month-to-month,Yes,2,47.8,95.6,1
No,Yes,No,Yes,No,One year,Yes,67,100.9,6760.3,0
No,Yes,Yes,No,No,Month-to-month,Yes,34,97.7,3321.8,0
No,No,No,No,No,Month-to-month,Yes,3,69.85,209.54999999999998,0
No,Yes,Yes,No,Yes,One year,Yes,9,65.6,590.4,0
No,Yes,Yes,Yes,No,One year,Yes,71,104.65,7430.150000000001,0
No,No,No,No,Yes,Two year,Yes,57,90.45,5155.650000000001,0
No,No,No,Yes,Yes,Two year,Yes,72,63.7,4586.400000000001,0
Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,48,104.5,5016.0,0
No,No,No,No,No,One year,No,18,20.1,361.8,0
No,Yes,Yes,No,Yes,One year,Yes,43,104.3,4484.9,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,93.25,6714.0,0
No,Yes,Yes,No,Yes,One year,Yes,35,73.45,2570.75,0
No,No,No,No,No,Month-to-month,No,4,20.7,82.8,0
No,Yes,Yes,No,No,Two year,No,49,25.25,1237.25,0
No,Yes,Yes,Yes,No,Two year,No,71,100.5,7135.5,0
No,Yes,Yes,No,No,Month-to-month,No,11,90.6,996.5999999999999,0
No,Yes,Yes,Yes,Yes,Two year,Yes,63,89.4,5632.200000000001,0
Yes,No,No,No,No,Month-to-month,Yes,65,95.45,6204.25,0
No,No,Yes,No,No,Two year,No,49,20.45,1002.05,0
No,No,No,No,No,Month-to-month,Yes,29,98.6,2859.3999999999996,1
Yes,Yes,No,No,Yes,Month-to-month,Yes,15,83.05,1245.75,1
No,Yes,Yes,No,No,Month-to-month,Yes,4,19.95,79.8,0
No,Yes,No,No,Yes,One year,No,72,109.15,7858.8,0
Yes,Yes,No,No,No,Month-to-month,Yes,26,85.7,2228.2000000000003,0
Yes,Yes,No,No,No,Month-to-month,No,35,102.05,3571.75,0
No,No,No,No,Yes,One year,No,57,94.7,5397.900000000001,0
No,Yes,Yes,No,No,Month-to-month,No,28,64.4,1803.2000000000003,0
No,Yes,No,No,No,One year,Yes,25,26.8,670.0,0
No,Yes,No,Yes,No,One year,Yes,47,66.05,3104.35,0
No,Yes,Yes,Yes,Yes,Month-to-month,No,57,65.2,3716.4,0
Yes,Yes,No,No,No,Month-to-month,Yes,16,85.05,1360.8,0
No,No,No,Yes,No,Month-to-month,Yes,5,55.8,279.0,0
No,Yes,No,No,No,Month-to-month,Yes,17,70.4,1196.8000000000002,1
Yes,No,No,No,No,One year,Yes,56,104.75,5866.0,1
No,Yes,Yes,No,No,Two year,No,72,19.95,1436.3999999999999,0
Yes,No,No,No,No,Month-to-month,Yes,21,94.25,1979.25,1
No,Yes,Yes,Yes,No,One year,No,48,45.0,2160.0,0
No,Yes,No,Yes,Yes,Two year,No,68,114.9,7813.200000000001,0
No,No,No,Yes,Yes,Month-to-month,No,30,106.4,3192.0,0
No,Yes,No,No,No,Month-to-month,Yes,3,46.1,138.3,0
Yes,No,No,Yes,Yes,Two year,No,14,39.7,555.8000000000001,0
No,No,Yes,No,No,Month-to-month,Yes,4,20.05,80.2,0
No,Yes,Yes,No,No,Two year,Yes,71,95.75,6798.25,0
No,Yes,Yes,No,No,One year,No,8,24.4,195.2,0
No,Yes,Yes,Yes,No,Month-to-month,No,61,33.6,2049.6,0
No,Yes,Yes,No,Yes,Two year,No,72,90.45,6512.400000000001,0
No,No,No,No,No,Month-to-month,Yes,5,84.0,420.0,0
No,No,No,Yes,Yes,Two year,No,49,67.4,3302.6000000000004,0
No,No,No,No,No,Month-to-month,Yes,8,19.7,157.6,0
No,No,No,No,No,Month-to-month,Yes,3,80.35,241.04999999999998,0
No,Yes,Yes,No,No,Two year,No,9,19.6,176.4,0
No,Yes,Yes,Yes,No,Two year,Yes,67,54.2,3631.4,0
No,No,No,No,No,Month-to-month,Yes,46,45.2,2079.2000000000003,0
No,Yes,No,Yes,No,One year,No,67,75.1,5031.7,0
No,Yes,No,No,No,One year,No,55,19.7,1083.5,0
No,Yes,No,Yes,No,Month-to-month,Yes,33,72.75,2400.75,0
No,Yes,Yes,No,No,Two year,No,62,20.05,1243.1000000000001,0
No,No,Yes,No,No,Month-to-month,No,1,45.95,45.95,1
No,Yes,Yes,Yes,No,Month-to-month,Yes,49,39.2,1920.8000000000002,0
No,No,No,No,No,Month-to-month,Yes,1,44.75,44.75,0
No,Yes,No,No,No,Month-to-month,Yes,14,82.65,1157.1000000000001,0
Yes,No,No,No,Yes,Month-to-month,No,18,93.9,1690.2,0
Yes,No,No,No,No,Month-to-month,Yes,1,70.15,70.15,1
No,No,No,No,No,Month-to-month,Yes,1,85.55,85.55,1
No,Yes,No,Yes,Yes,Two year,Yes,72,117.15,8434.800000000001,0
No,No,No,Yes,Yes,Two year,No,64,99.25,6352.0,0
No,Yes,No,Yes,Yes,Two year,Yes,69,112.55,7765.95,0
No,No,No,No,No,Month-to-month,Yes,1,25.7,25.7,0
No,Yes,Yes,Yes,Yes,Two year,No,71,90.3,6411.3,0
No,Yes,Yes,No,Yes,One year,Yes,66,49.4,3260.4,0
No,No,No,No,No,Month-to-month,No,2,19.4,38.8,0
Yes,Yes,No,Yes,Yes,Two year,Yes,71,109.7,7788.7,0
No,No,No,No,No,One year,Yes,11,61.25,673.75,0
No,No,Yes,Yes,No,Month-to-month,Yes,47,55.3,2599.1,0
No,Yes,No,No,No,Month-to-month,Yes,35,70.3,2460.5,1
Yes,Yes,No,No,No,Month-to-month,No,32,106.35,3403.2,1
No,Yes,Yes,No,Yes,Month-to-month,Yes,60,103.75,6225.0,0
No,No,No,No,No,One year,No,11,19.5,214.5,0
No,No,No,Yes,Yes,One year,No,29,39.5,1145.5,0
No,Yes,Yes,No,No,Month-to-month,Yes,21,26.05,547.0500000000001,0
Yes,Yes,No,No,No,Month-to-month,Yes,48,91.05,4370.4,0
No,No,Yes,No,No,Month-to-month,No,3,29.65,88.94999999999999,0
No,Yes,Yes,No,No,Month-to-month,No,43,50.2,2158.6,0
No,No,No,No,No,Month-to-month,No,5,105.3,526.5,0
No,No,No,No,No,Month-to-month,Yes,1,55.45,55.45,0
No,Yes,Yes,Yes,Yes,One year,No,71,85.45,6066.95,0
No,Yes,Yes,No,No,One year,No,8,19.8,158.4,0
No,No,No,No,No,Month-to-month,Yes,8,59.25,474.0,0
No,No,No,No,No,Month-to-month,Yes,20,90.7,1814.0,0
No,Yes,Yes,Yes,No,One year,Yes,33,103.7,3422.1,1
No,No,No,No,No,One year,Yes,71,79.05,5612.55,0
Yes,Yes,No,No,No,One year,Yes,31,90.7,2811.7000000000003,0
Yes,Yes,No,Yes,No,One year,No,38,95.0,3610.0,0
No,No,No,No,No,Month-to-month,Yes,1,88.35,88.35,1
No,Yes,Yes,No,No,Month-to-month,Yes,2,30.25,60.5,0
No,Yes,No,No,No,Month-to-month,Yes,12,49.85,598.2,0
No,No,Yes,Yes,Yes,Month-to-month,No,9,93.0,837.0,0
Yes,No,Yes,No,Yes,Month-to-month,Yes,11,54.55,600.05,0
No,No,Yes,No,No,Month-to-month,No,6,19.7,118.19999999999999,0
No,Yes,No,Yes,Yes,One year,Yes,71,84.8,6020.8,0
No,Yes,Yes,Yes,No,One year,Yes,42,94.45,3966.9,0
No,Yes,Yes,No,No,Month-to-month,Yes,8,94.2,753.6,1
No,No,No,No,No,Month-to-month,Yes,5,96.25,481.25,1
No,Yes,No,No,No,Month-to-month,Yes,2,70.7,141.4,1
No,Yes,Yes,No,No,Two year,No,45,20.85,938.2500000000001,0
No,Yes,Yes,No,Yes,One year,Yes,28,60.0,1680.0,0
No,Yes,No,No,No,Month-to-month,No,43,80.45,3459.35,0
No,No,Yes,Yes,Yes,Two year,Yes,60,84.95,5097.0,0
No,Yes,No,No,Yes,One year,No,42,33.55,1409.1,1
No,Yes,Yes,Yes,Yes,Two year,No,7,49.65,347.55,0
No,Yes,No,No,No,One year,Yes,25,20.2,505.0,0
Yes,Yes,Yes,No,No,Month-to-month,Yes,40,94.55,3782.0,1
No,No,No,No,No,One year,Yes,27,100.5,2713.5,0
No,No,No,No,Yes,Month-to-month,No,10,35.75,357.5,0
Yes,No,No,No,No,Month-to-month,Yes,27,86.45,2334.15,0
No,No,No,No,Yes,One year,No,11,53.8,591.8,0
No,Yes,Yes,Yes,No,Month-to-month,No,4,38.55,154.2,0
No,No,No,No,No,Month-to-month,Yes,68,39.9,2713.2,0
Yes,No,No,No,No,Month-to-month,Yes,1,70.05,70.05,0
No,No,No,No,No,One year,No,18,20.1,361.8,0
No,No,No,Yes,No,Two year,Yes,57,112.95,6438.150000000001,1
No,No,No,No,No,Month-to-month,Yes,26,20.3,527.8000000000001,0
No,Yes,No,No,No,Month-to-month,Yes,17,35.65,606.05,0
No,No,No,No,No,Month-to-month,No,1,35.9,35.9,1
No,No,Yes,No,No,Month-to-month,Yes,38,99.25,3771.5,1
Yes,Yes,No,Yes,No,One year,Yes,59,82.95,4894.05,0
No,No,No,Yes,No,Two year,Yes,30,55.65,1669.5,0
Yes,No,No,No,No,Month-to-month,Yes,2,24.45,48.9,1
Yes,Yes,No,No,No,One year,No,50,25.2,1260.0,0
No,No,No,Yes,Yes,One year,No,9,50.8,457.2,0
No,Yes,Yes,No,No,Month-to-month,No,3,19.65,58.949999999999996,0
No,No,Yes,No,No,Month-to-month,Yes,14,59.8,837.1999999999999,0
Yes,No,No,Yes,No,Month-to-month,Yes,31,73.55,2280.0499999999997,0
No,No,No,Yes,No,Month-to-month,No,7,61.4,429.8,0
No,No,No,Yes,Yes,Month-to-month,Yes,8,103.35,826.8,1
No,Yes,Yes,No,No,One year,No,17,19.9,338.29999999999995,0
No,Yes,Yes,No,No,Month-to-month,Yes,32,19.45,622.4,0
Yes,No,No,No,No,Month-to-month,No,2,81.5,163.0,0
Yes,No,No,No,No,Month-to-month,Yes,7,84.8,593.6,1
No,Yes,Yes,Yes,No,Two year,No,72,109.55,7887.599999999999,0
Yes,No,No,No,No,Month-to-month,Yes,31,99.95,3098.4500000000003,1
No,Yes,Yes,Yes,No,Month-to-month,No,27,74.4,2008.8000000000002,0
No,No,No,No,No,Month-to-month,Yes,18,90.0,1620.0,1
No,No,No,No,No,Month-to-month,Yes,7,74.9,524.3000000000001,0
Yes,No,No,No,No,Month-to-month,Yes,14,104.85,1467.8999999999999,1
No,Yes,Yes,No,No,Month-to-month,Yes,11,59.65,656.15,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,110.45,7952.400000000001,0
No,Yes,Yes,Yes,No,One year,No,28,106.1,2970.7999999999997,1
Yes,No,No,No,No,Month-to-month,Yes,15,74.2,1113.0,1
Yes,No,No,No,No,Month-to-month,Yes,4,74.45,297.8,0
No,No,No,No,No,Two year,No,71,24.55,1743.05,0
No,No,No,No,Yes,Month-to-month,Yes,5,89.35,446.75,1
No,Yes,Yes,No,No,Two year,No,47,24.55,1153.8500000000001,0
Yes,Yes,No,No,No,One year,Yes,57,90.65,5167.05,0
Yes,Yes,No,Yes,No,Two year,Yes,50,105.05,5252.5,0
No,No,No,No,No,Month-to-month,Yes,8,20.45,163.6,0
No,Yes,Yes,No,No,Two year,No,48,19.55,938.4000000000001,0
No,No,No,No,No,One year,No,70,19.7,1379.0,0
No,No,Yes,Yes,Yes,Month-to-month,Yes,1,70.45,70.45,0
No,Yes,No,No,No,Month-to-month,Yes,8,85.65,685.2,0
No,No,No,No,No,Month-to-month,Yes,1,77.15,77.15,1
No,No,No,No,No,Month-to-month,Yes,1,35.25,35.25,1
No,Yes,Yes,No,No,Two year,No,60,20.55,1233.0,0
No,Yes,Yes,No,Yes,One year,Yes,49,97.95,4799.55,0
No,Yes,No,No,No,Month-to-month,Yes,4,48.55,194.2,1
No,No,No,No,No,One year,No,29,20.0,580.0,0
No,Yes,No,No,No,Two year,Yes,67,25.25,1691.75,0
No,Yes,No,No,No,Month-to-month,Yes,53,98.4,5215.200000000001,1
No,Yes,No,Yes,Yes,Two year,No,67,70.9,4750.3,0
No,Yes,Yes,No,No,Month-to-month,No,6,19.85,119.10000000000001,0
No,No,No,No,No,Month-to-month,Yes,47,106.35,4998.45,0
No,No,No,Yes,Yes,Two year,No,53,99.5,5273.5,0
No,Yes,No,Yes,Yes,Two year,Yes,69,84.7,5844.3,0
No,No,No,Yes,No,Month-to-month,Yes,3,86.05,258.15,0
No,No,No,No,No,Month-to-month,No,4,44.55,178.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,56,75.85,4247.599999999999,0
Yes,Yes,No,No,No,Month-to-month,Yes,59,93.85,5537.15,1
Yes,Yes,No,No,No,Two year,No,61,25.0,1525.0,0
No,Yes,No,No,No,Month-to-month,Yes,2,45.0,90.0,0
Yes,Yes,Yes,Yes,No,Month-to-month,Yes,46,100.7,4632.2,1
No,Yes,Yes,No,No,Month-to-month,No,12,20.5,246.0,0
No,No,No,No,No,Month-to-month,Yes,14,80.45,1126.3,1
No,Yes,Yes,No,Yes,One year,Yes,28,90.45,2532.6,0
No,No,No,Yes,Yes,Month-to-month,No,24,60.45,1450.8000000000002,0
No,No,No,No,Yes,Month-to-month,Yes,31,55.25,1712.75,1
No,Yes,Yes,Yes,Yes,One year,Yes,68,78.45,5334.6,0
No,No,Yes,No,Yes,Two year,No,39,100.55,3921.45,0
No,Yes,No,No,No,Month-to-month,No,42,20.35,854.7,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,13,54.45,707.85,1
No,Yes,No,No,No,Month-to-month,Yes,6,90.75,544.5,0
No,No,No,No,No,Month-to-month,No,35,75.35,2637.25,1
No,Yes,No,No,No,One year,Yes,38,20.25,769.5,0
No,No,No,No,No,Two year,No,18,20.05,360.90000000000003,0
No,Yes,No,No,No,Month-to-month,No,4,19.6,78.4,0
No,Yes,No,No,Yes,Month-to-month,Yes,27,53.8,1452.6,0
No,No,Yes,Yes,No,One year,No,41,70.2,2878.2000000000003,0
No,Yes,Yes,Yes,Yes,One year,No,50,75.5,3775.0,0
No,Yes,Yes,No,No,Two year,No,72,20.35,1465.2,0
No,No,No,No,No,One year,No,70,26.05,1823.5,0
No,Yes,Yes,No,No,One year,No,44,20.6,906.4000000000001,0
No,No,No,Yes,No,Month-to-month,Yes,2,75.7,151.4,1
No,Yes,Yes,No,No,One year,Yes,34,20.1,683.4000000000001,0
Yes,Yes,No,No,No,Two year,No,72,24.3,1749.6000000000001,0
No,Yes,No,No,No,Two year,Yes,71,24.5,1739.5,0
No,No,No,No,Yes,Two year,Yes,64,110.5,7072.0,0
No,Yes,No,No,No,Two year,Yes,72,25.25,1818.0,0
No,No,No,No,No,Month-to-month,Yes,1,74.25,74.25,1
Yes,Yes,No,Yes,No,One year,No,29,90.1,2612.8999999999996,0
No,Yes,No,Yes,Yes,One year,Yes,23,68.75,1581.25,0
No,Yes,Yes,No,No,Two year,No,52,19.2,998.4,0
Yes,No,No,No,No,Month-to-month,Yes,25,89.7,2242.5,1
No,No,No,Yes,Yes,Two year,Yes,64,115.1,7366.4,0
Yes,No,No,No,No,Month-to-month,Yes,16,96.4,1542.4,1
Yes,No,No,No,No,Month-to-month,Yes,1,69.5,69.5,1
No,No,No,No,No,Month-to-month,Yes,24,99.65,2391.6000000000004,0
No,Yes,No,No,No,Month-to-month,Yes,2,91.45,182.9,0
No,Yes,Yes,Yes,Yes,Two year,No,34,84.75,2881.5,0
Yes,Yes,No,No,No,Month-to-month,Yes,36,85.25,3069.0,1
No,Yes,Yes,No,Yes,One year,Yes,53,78.75,4173.75,0
No,Yes,Yes,No,No,Two year,No,47,20.25,951.75,0
No,No,Yes,No,No,Two year,No,72,19.9,1432.8,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,97.75,7038.0,0
No,No,No,No,No,Month-to-month,No,1,19.4,19.4,1
No,No,No,No,No,Month-to-month,Yes,9,83.3,749.6999999999999,1
No,No,No,No,No,Month-to-month,Yes,8,80.1,640.8,1
Yes,No,No,Yes,No,One year,No,45,62.7,2821.5,1
No,No,No,No,Yes,Month-to-month,Yes,7,100.4,702.8000000000001,0
No,Yes,No,No,No,Two year,Yes,71,24.45,1735.95,0
Yes,No,No,No,Yes,One year,Yes,41,101.1,4145.099999999999,0
No,Yes,Yes,Yes,No,Two year,No,67,50.9,3410.2999999999997,0
No,Yes,No,Yes,Yes,One year,Yes,69,107.2,7396.8,0
Yes,Yes,No,Yes,Yes,Two year,Yes,70,92.2,6454.0,0
No,No,No,No,No,One year,No,25,25.3,632.5,1
No,No,No,Yes,Yes,Two year,No,72,113.4,8164.8,0
No,Yes,Yes,No,Yes,Two year,Yes,34,40.55,1378.6999999999998,0
No,Yes,Yes,No,No,Two year,No,65,26.0,1690.0,0
No,No,No,Yes,Yes,Two year,Yes,70,111.95,7836.5,0
No,Yes,Yes,Yes,No,Two year,Yes,72,53.8,3873.6,0
No,No,Yes,No,Yes,One year,Yes,35,72.1,2523.5,0
No,No,No,Yes,No,Month-to-month,No,13,98.15,1275.95,1
No,Yes,No,Yes,No,One year,No,12,78.85,946.1999999999999,0
No,Yes,Yes,Yes,Yes,One year,Yes,62,70.75,4386.5,0
No,No,No,Yes,Yes,Month-to-month,Yes,25,76.15,1903.7500000000002,0
No,No,No,Yes,Yes,Two year,No,52,39.1,2033.2,0
Yes,No,No,No,No,Month-to-month,Yes,8,69.95,559.6,0
No,No,No,No,No,Month-to-month,No,2,20.05,40.1,0
No,Yes,Yes,No,No,Two year,No,56,20.05,1122.8,0
No,No,No,No,No,Month-to-month,No,12,19.45,233.39999999999998,0
No,Yes,No,No,No,One year,No,47,26.9,1264.3,0
Yes,No,No,No,No,Month-to-month,No,2,19.2,38.4,0
No,No,No,No,No,Month-to-month,Yes,18,50.0,900.0,0
No,No,No,Yes,No,Month-to-month,Yes,8,60.0,480.0,0
No,Yes,No,Yes,No,Month-to-month,Yes,45,84.55,3804.75,0
No,No,No,No,No,Month-to-month,No,3,45.45,136.35000000000002,0
No,No,No,No,No,One year,No,38,20.05,761.9,0
No,Yes,No,Yes,Yes,Two year,Yes,72,115.55,8319.6,0
No,No,No,Yes,No,Month-to-month,Yes,46,93.7,4310.2,1
No,Yes,Yes,Yes,No,Two year,Yes,71,99.0,7029.0,0
No,Yes,Yes,No,Yes,Two year,No,66,50.55,3336.2999999999997,0
Yes,No,No,No,No,Month-to-month,No,25,105.95,2648.75,1
No,No,No,No,Yes,One year,Yes,18,82.0,1476.0,1
No,Yes,Yes,No,No,Two year,Yes,13,25.0,325.0,0
No,Yes,Yes,Yes,Yes,Two year,No,65,91.55,5950.75,0
No,Yes,No,No,No,Month-to-month,Yes,60,95.75,5745.0,1
No,Yes,Yes,No,No,Two year,No,15,19.35,290.25,0
No,Yes,No,No,No,Two year,No,72,24.85,1789.2,0
No,Yes,No,No,No,Month-to-month,Yes,30,94.05,2821.5,1
